name	count
LOVISA KRISTINA	48
KATHARINA SOFIA	24
ETT ODÖPT OÄKTA GOSSEBARN	2
FREDRIKA KRIST.	3
WALDEMAR	5
MARGRETHA ADOLFINA	1
JOH.NICL.BERNH.	1
LEONARD MAGNUS	1
GRETA BIRGIT HELENA	1
SIGRID KATTARINA	1
ULRICA FIORENTINA	1
EMMA KORNELIA	1
FREDRIKA CHARLOTTA CAROLINA	1
EMELINDA CATHARINA	1
GUSTAF EDVALD	2
HULDA MALVINA	1
GUSTAF WALFRID	19
JOSEF WALFRED	1
MARGARETA VILHELMINA	5
FRIDOLF ANTONIUS	2
(PEHR) JON	1
SELMA ELIS. ANTOIN.	1
KRISTIAN PET.	1
TYKO LEANDER	1
MARGAR CHRISTINA	3
EDITH JUANITA ZENOBIA	1
VEGA LINNÉA AKVILINA	1
GUSTAFVA ELIANA	2
PEHR WILLHELM	1
KARL EDBERT	1
PETRUS GABRIEL LAURENTIUS	1
MARIA KATARINA	278
[KATARINA] HULDA LOVISA	1
CHRISTINA FREDRICA MARGRETA	1
HELENA ISIDORA	2
AMELIE VALENTINA	1
JOHN AXEL BENGT	1
MARGRETA WILH.	1
CAROLINA SOFIA	58
GERTRUD GUSTAFA	1
ANNA KATARINA CHARLOTTA	4
OLOF VALFRID (ALFRED)	1
JUDITH ADELIA	1
CATARINA EMILIA	1
MARKUS NIKOLAUS	1
HANS ARVID	1
SWEN OLOF	17
KLARA MAGNHILD TERESIA	1
BIRGITTA JOHANNA	1
HEDVIG JOHANNA	23
MARGR. SOF.	2
NINNY GUSTAVA	1
GRETA EMERENTIA	1
ALMA AUGUSTA TERESIA	1
ANNA ABRIDTA	1
VINCENS	35
VINCENT	5
OLOF EGON	1
EWA WILLHELMINA	2
MARGR. JUL.	2
JOHAN SVEN	1
UNG OLOF	1
ANDERS YNGRE	1
GUSTAFVA MARGR.	5
HULDA OLIVIA ROSEMANDA	1
MAGNUS GOTHARD	1
NANNA MARIA LOVISA	1
ELIAS NATHANAEL	3
FRITIOF VILHELM	1
ERNST ALFRID	1
WILMAR LEVI NATANAEL	1
JOHAN HELGARE	1
VICT.	1
JUDIT SOFIA	1
SYNA HELENA	1
MARIKA ULRIKA	1
MÄRTHA PETRONELLA	6
BARBARA STINA	4
ELLEN KAROLINA	22
FR. G. TH.	1
ELEONORA MARGRETA	1
HILDA ALEXANDRA	2
GRETA JOHA.	3
VALBORG ELINA MAGDALENA	1
ENGLA CECILIA	3
ERNST TORFRID	1
ENNY ANTOINETTE	2
HELMA MARGR.	1
WENDA OTILIA	1
MATTS DANIEL	1
OTTO THORSTEN	1
FRITZ GUNHARD	1
CLAES MARCELLUS	2
JAK. MAGN.	1
BERTHA MARGRETA	1
CARL MAGNNUS	1
ERIK EMANUEL EUGEN	1
ARVIDA BERNHARDINA	1
EOLA JUSTINA	1
THELMA KAROLINA	1
ERIK LEO	1
YNGVE VALDEMAR	1
PER KRISTI¤	1
ADOLF GEORG HILDING	1
HILDUR EUGENIA	21
MATILDA KAT.	1
OSKAR DANIEL	12
MARIA POTENTIA	1
ISRAEL ALEXIUS	1
SOFIA ADOLF:A	1
EMMY FRIDA KRISTINA	1
ANDERS HJALMAR REINHOLD	1
TYKO LORENTZ VALENTIN	1
OLGA AMALIA	9
THECLA CHRISTINA	2
MARIA ADRIANA	4
GUSTAF EMBLETON	1
KNUT EVALD	3
MAURITZ BERNHARD	1
ERIK LE.	1
AXEL AUGUST ALEXANDER	3
RUBEN ALGOT	2
KATARINA MAGDALENA	45
HEDV: DOROTEA	1
CHRISTINA BRITA	46
ALMA KATARINA KRISTINA	1
JOH. JIDER	1
ELOF ALEXANDER	3
JONAS PETT.:	1
FREDR. OLAI	1
EINAR KONSTANTIN	1
GERTRUD ELISABETH	1
ER: PETTER	2
CARL OLOF	852
JOH:A LOVISA SOFIA	3
BEDA MARTA KATARINA	1
KARL GEORD	1
TURE BROR ERIK	1
KARL GEORG	109
SIXTEN MATHIAS	1
SYSTER SADURA	1
MÄRTA INGEGERD JOHANNA	1
CATHARINA MATHILDA	18
ANDERS PETT	1
ESTER HANSINA	1
AMALIA JULIANA	1
FANNY MATILDA	5
KARL VALDEMAR ANSGARIUS	1
KARL ISRAEL	1
JOHN BIRGER	7
GOTTFRID ABRAHAM	1
GERDA PAULINA	5
PETRONELLA EUGENIA	5
MARIA [¤]	1
JOHAN ANDER	15
MÄRTA BRUNHILDA	2
RUTH JUDIT ELEONORA	1
GUSTAF ENGELBREKT	2
GUSTAFVA MAGD.	2
¤NA CAROLINA	1
ULLA AMALIA	18
EVELINA MARGARETA JOHANNA	3
FREDRIK LEANDER HILDING	1
ANNA NIKOLINA	37
SVEN JOHAN RAGNAR	1
SELMA JUSTINA	19
IDA EMILIA ALEXANDRA	2
ANNA KRIST	3
JONAS FERDINAND RINALDO	1
HJALMAR MAGNUS	1
THYRA JOSEFINA	1
NANNY EMERENTIA	1
VILHELMINA OTTILIA	2
EDLA MÄRTHA KRISTINA	1
EMMA KRISTINA ANDRIETTA	1
ARVID MARCUS	6
ANNA SOFA	1
ALFRIDA KRISTINA EVALDIA	1
NANNY AUGUSTA ELISABETH	1
MAGRETA EUFROSYNA	1
OLOF VIKTOR EMANUEL	1
BARBARA APELLONIA	1
GUSTAF RAGNAR HILDING	1
JOH. RUD.	1
ANNA SOF.	8
MERTHA HELENA	2
JAKOB ADRIAN	2
SIGRUM LILLY ANDREA	1
JOH. ABR.	32
CAROLINA JONILDA	1
PAUL EMANUEL	1
INGA KAROL	1
CATHARINA JOH.	5
OSKAR REINHOLD ANDREAS	1
[SVEN] SIGNE RAGNHILD PAULINA	1
ULLA JOH:A	1
HANS CHRISTOFFER WALFRID	1
MILDA MEDORA	1
JOH. ERFAIM	3
BRITA KAT.	9
EUGÉN	2
BEATHA MAGDALENA	14
AXEL GUSTAF IVAN	1
MONICA ALEXANDRA	1
ALB. SOFIA	1
KARL DAVID	11
ALFRED SAMUEL	5
KARL MARINIUS	1
HJALMAR EMANUEL	12
HEDVIG KATARINA	10
HJALMAR TYKO LEONARD	1
GUSTAF (AUGUST) THEODOR	1
JONAS TOBIAS	1
AXEL [(ROBERT)] RUDBERT	1
SELMA EUFRSYNE	1
ANNA JUL.	1
KARL BERTIL JOAKIM	1
PERTUS	5
ER. ISAK	1
ANNA GUSTAFVA ALFRIDA	1
GERHARD EMIL	3
LENBERG	1
ANNA MARGH.	1
CHRISTOFVER	1
EMMA KRISTINA VILHELM.	1
SIVRT	1
ALVAR ANDREAS	1
CAROLINA FREDR.	8
BRITA KAR.	1
GRETNA STINA	1
THYRA VILHELMINA	1
DEBORA ELVIRA	1
BERTIL ARMAND	1
GUSTAF BERTIL	10
MARTA LOVIS	1
ELIN MALVINA EMILIA	1
MARGARET REBECCA	1
OLOF PETTER FERNANDER	1
ER. EFR.	2
MARIA OLIVA CATHARINA	1
GÖRAN SIGFRID	1
ANDERS JEREMIAS	5
JOHANNA CHARLOTTA ELIS.	1
FRANS KRISTINA	1
MÄRTA KATAR.	1
FRANS JAKOB	23
BRITA MAGAL:A	1
KARL KRISTIAN	4
EVA TEOLINA	5
PER ARVID HJALMAR	1
MAGDAL. MARGRETA	5
ANNA MARGET	1
CLARA ULLA	2
LYDIA EVELINA JOHANNA	4
EMMA ALINDA	2
ALGOT EUGENIUS	1
HILDUR OVIDIA JOSEFINA	1
HANNA GUVINA	1
ABRAHAM VIKTOR	1
ANDERS PET.	14
(JOHAN)	2
GUSTAF ADOLF TEODOR	2
GRETA ALBERT	1
(ANNA ¤) EVA CAJSA	1
AXEL ARTHUR	1
AD. GABR.	3
NATALIA PETRONELLA	1
HELENA HENRIETTA ALFR:A	1
LARS ALFRID	10
KAJSA HELA.	1
ERIK SILVEÅ	2
JONAS ALFRID AMANDUS	1
EL. GOTH.	1
AMALIA ELEONORA	3
¤ ABRAM	1
JACOB ALEXANDER	2
PER ALEXANDER FOLKE	1
KARL EMIL WALDEMAR	1
AXEL HENNY	1
EVA APOL.	3
JOHAN CONRAD ANSELM	1
EMELIE GUSTAVA	2
EVELINA MARGARETA	1
JOSEFINA WILHA	3
STINA MAGDAL	1
MARIA JOSEFINA PETRONELLA	10
AUGUSTA DESEDERIA	1
HILDUR HILMA JOSEFINA	1
AUGUSTA HELENA	10
CLAS ERNFRID	1
RUTH ALINDA	1
FREJA CAROLINA	10
ELSSA	3
HANNA CATHARINA	4
ALIDA CHARLOTTA	7
RICHARD ALEXANDER	1
KRIST. KAROL.	32
OLOF BERNHARD VALENTIN	1
JOHAN ABRAHAM	92
JOSEFINA WILH.	5
[ANNA] CHRISTINA	2
SYSTER HULDA	1
HJALMAR LEANDER	1
RUT GUNBORG	1
DAGNY JOHANNA	4
PETER WALFRID	1
CAJSA JOSEFINA	13
ALMA ERIKA MARIA	5
NILS KRISTIAN	3
GEVIDA WILHELMINA SOFIA	1
TYRA JOSEFINA	3
JUDITH AGAR OTTILIA	1
BOTELA	2
AMON DOSITOS	1
CHARL EUGENIA	1
ELISAB. HELENA	9
MATHILDA AM.	1
MARIA CHRISTINA THEODOLINDA	1
EDLA URIKA	1
LEONARD ALEXIS	1
MARGRET KRIST.	1
MILDA VIKTORIA	1
KATARINA ULRIKA	54
ULLRICA WILHELMINA	6
KRISTOFFER ALEXANDER	2
HULDA FREDRICA CHRISTINA	1
GALLUS ANDR. AXEL	1
LARS ALFRED	106
HILMA M¤	1
G. BERNADOTTE	1
JÖNS ALBERT	3
URSILLA PETRONELLA	5
LYDIA MATHILDA EMILIA	1
INGEBORG WIKTORIA	1
JOHAN VICKTOR	1
KATARINA EUG.	1
FREDRIK ENGELBERT	12
FRITZ HUGO FERDINAND	1
OL. DAN.	15
HENR. AQVIL.	1
CONRAD ELIND	1
MARIANA HENDRIETTA	1
LARS HILMAR	2
HENNING NATANAEL	1
STEN HENRIK	1
JOSEPHINA ALBERT.	1
SETH FABIAN	1
JOHAN ADOLF VOLMAR	1
JENNY KATRINA ELISAB.	1
ELISABETTE KATARINA	1
RAGNAR SEBASTIAN	1
BERNHARD FRITHIOF	2
CAJSA ANTONETTA	2
ANDERS VALFRID EMANUEL	1
MAJA CAISA ¤	1
FREDRIKA MARG.	1
KATARINA GÖTILDA	6
JOHA KAROL.	1
CHARL. WAHLBORG	1
AXEL LEONHARD	1
KRISTOFFER ERHARD	2
MATHILDA ALBINA	1
ASTOR MAURITZ	1
FREDRIKA MARIA	13
SEGRID KAJSA	21
SIGRID EVA SOFIA	1
MATTS JONAS	4
Y.,OL.	1
EDITH LINNEA	4
KR. KATR.	1
(MÄRTA)	1
SIRI BRITA KATARINA	1
LARS JONAS WILHELM	1
SCHEPS LEJZEROVIC	1
JOHA. CHRISTINA	2
SANNY OTTILIA	1
MARIA ESPERINA	1
GOSSBARN	1
SIRI OTTILIA	1
INGA MARTINA	1
JULINA ERIKA	2
CR.J.	1
CAROLINA JOSEFINA	19
¤FÖDT FLICKEBARN	1
JOHAN HENFRID	6
SAFIRA EUGENIA	1
HELGA KRISTINA EUFROSINA	1
JOSEFINA ELVIRA LAURENTIA FLORENTINA	1
AUGUST THEODOR	22
CARL LUDVIG CHRISTIAN	1
ANNA MARIA WILHELMINA	1
HUBERT ANDREAS	1
SANDRA	1
NANNY MARGRETA	23
LARS DV.	2
GEORG ENOCH	1
AUGUSTA EUFROSINA	3
MÄRT. JOHANNA	3
(HANS AUGUST) KARL JOHAN	1
JOHN AMANDUS	3
ANNA L¤A	1
MARGR. AUGUSTA	3
EVA CHRIST. MARGARETHA	11
JENNY ANGELIKA	1
AUGUSTA KORNELIA	1
ALVAR FRITIOF	1
EMMEA KRISTINA	1
KRIST. VILH.	3
JOHAN ALBIN GOTTHARD	1
LOWISA CHARLOTTA	6
ALIDA TERESIA	1
INGA JOH:A	3
FRITZ EDVI[D]N	1
EDL MARIA	1
SARA LYDIA ELIN	4
KRISTINA MAXIMILIANA	2
KAROLINA EFR.	1
SARA LISA	210
BEATA JOHANNA	7
MARGARETH. ULRIKA	1
MARIA EUGENIA ELISABET	1
ARVID JAKOB EMANUEL	8
GUSTAFVA AMALIA CHARLOTTA	1
L. ALB.	1
IDA CATH.	1
SIGNE JOHANNA	48
BROR JON FRITZ	1
HELGA HENRIETTA HILDIDROTT	1
VENDLA SAFIRA	2
HEDDA AUGUSTA	23
OSKAR GUSTAF OLOF	2
ELINDA VIKTORIA	1
MOMIS	1
HIND. PETTER	1
JOH. ER. VILLEH.	2
ANNA KATARINA ELISABET	3
KARL WIKTOR	26
EBBA CATARINA	1
ARVID HILMER	1
AGNES KATRINA INGEBORG	1
ALBERTINA KAT.	1
JOHAN KONRAD,ANSHELM	1
ELWIRA HENRIETTA	1
EMIL NIKOLAUS ANDREAS	1
CARL OSKAR FREDR.	1
AND NIKLAS	2
ARON AGVAL	1
ELISAB. WALENTINA	1
M. MARCUS	1
INGEBORG KAJSA	58
AUG. EDVARD	1
HELLI REGINA ELISABETH	1
MAT. KAROLINA	1
KARL FREDRIK HENRIK OSKAR	1
RUT ASTRI JOHANNA	1
ELISABETH SOFIA JOHANNA	4
JUDITH ELVIRA	1
OLIVIA CAROLINA	2
INGA KRISTINA	77
KATH. SOFIA CHARL.	1
ANNY KRISTINA BERNHARDINA	1
GERTRUD JOHANNA EMILIA	1
KARL RUBERT JOAKIM	1
CAJSA LÅTTA	5
BERTA MATILDA	6
LORENS PETER	3
JANE LULLI MARIA	1
KATARINA ULRICA	2
ER. VILHELM	3
JONAS WILLEHARD	2
HULDA COLETTY	1
¤ ALBERTINA	1
TEKLA AXELINA ELEONORA	1
ALVINA JOHANNA	3
JOHAN HARALD NIKOLAUS	1
LAMBERTINA THERESIA	1
KRISTINA PETRONELLA	60
E. OL.	6
JOHN GUSTAF	27
JOEL EDV.	2
RHODE NATALIA	1
RAGNAR IMMANUEL	2
JOHANNES OSKAR	1
JOHAN HERNRIK	1
MARIA LOWISA	20
JOHN GUSTAV	1
AXEL HENRY	2
OSKAR WILHELM LEONARD	2
ELIN CONSTUNTIN	1
CARL GUSTAF HUGO	1
JOHANNES IRENES	4
ARON WILLEHARD	1
¤LS JACOB	1
CAISA MARGR.	1
JOHANNA LOVISA SOFIA	2
SOFIA VILH.	4
ANDERS ENARSSON	1
ER. ISR.	1
ANSHELM AMANDUS	1
EVA JOHANNA ELISABET	1
FRITS OLOF NAPOLEON	1
HULDA VIKTORIA WILHELMINA	1
JOHAN AXEL HELGE	1
KARL EJNAR EUGEN	1
PER MARKUS	3
EMMA CATH.	5
CHARLOTTA CHARL:A MARGRETA	1
KAROLINA ANNETTE	1
GULLIK ARNOLDS	1
FÄRS ANNA GRETA	1
TILDA SERAFIA	1
OSKAR WOLLRAD	1
HILDUR MARIA VICTORIA	1
RICKARD KNUT	1
MAGDAELNA	1
JACOB MICH.	1
FR. THEODOR	1
CATHARINS	1
REBECKA CHARLOTTA	6
CARL GUSTAF NAPELON	1
TEKLA ANNA AUGUSTA	1
KORNELIA ADOLFINA	2
ANDREAS VILH	1
IDA EUFRASYNA	1
JÖNS ALFRED	2
ELLEN FRIDEBORG	1
LOUISE MARIE	1
SARA LINA	1
CATHARINA	6164
CATH MARIANA	2
EVA REGINA KUNIGUNDA	1
HULDA MARIA CHARLOTTA	3
FRITZ HILDING	2
(JENNY) LILLY MATILDA	1
SEVERINA MARGRETA	1
AN¤ FREDRICA	1
JOHAN [GUSTAF] ANTON	1
ERIK MAGNUS EUGEN	1
LARS EMMANUEL	4
HAGVINUS	1
JONAS LARSSON	2
CATHARIN.	1
AGDA HANSINA GUDVIVA	1
LARS EM.	4
MELCHER BOTVID	1
EMIL ALBIN	4
MARTHA SEVERINA	2
EVI KRISTINA AMANDA	1
AINA KRISTINA	8
JENNY KAROLINA HENRIETTA	1
ERICA CAROL:A	1
ERICA CAROLINA	64
SAM. REINH.	1
HELGA ERIKA CHARL.	1
PER LEO	5
OLIV OTTILIANA	1
ROBERT VILH. ALFRED	1
KRIST. KAT. ADOLFINA	1
P. WILH.	1
ALBERT WILIAM	1
HENRIK SEWERIN	1
BRITA CHRISTINA JOHANNA	1
KARL AUGUST MIKAEL	2
ADAM JOH.	1
ZANDRA MARGRETHA	1
JOHANNA MARIA AMALIA	1
THYRA GUSTAFVA KRISTINA	1
SIRI BRITA KRISTINA	1
AURORA KAROLINA	5
BERNHARD SEVERIN	4
ARTUR ERIK	1
ALF HAMRI ELIAD	1
HELGA ELISAB. MARIA	1
INGRID ELISABET	46
ALBERT ELOF	1
FRITS OSKAR VALDEMAR	1
ELOF THEODOR	1
ALMA ALFRONA EMELIA	1
ELLEN MATHILDA	6
ELINA KATARINA	2
BRITA OLEGENIA	2
KURT GÖTE LENNART	1
WILHELM OSIAN KRISTOFER	1
BOJA JOHAN	1
PAULUS FERDINAND	3
BARBRO APOLLONIA	3
ELDA MAGDALENA	1
CATARINA JULIANA	1
HULDA MARIA AMANDA	1
NANCY MARGARETA	2
HANNA FREDRICA	3
LILLY MARIA HILLEVI	1
LEOPOLD OSKAR TURE	2
CARL JOHA	1
NILS AUGUST KRISTIAN	1
BR. LOV.	6
JON. KONRAD	1
INEZ EMILIA	1
HILMA AGATA	1
CLAES OSKAR EMIL	2
CATH. AMANDA	8
ERIK [ALMAR]ALGOTT	1
CARL JOHN	2
OSKAR SEVERUS	1
BROR MAGNUS	11
VILHELMINA AMANDA	3
VENDELA BERNHARDINA	2
INGR. KATHR.	3
JOH. WALDEMAR	1
KATHARINA RAGNHILD	1
ELIAS FRITTIOF	1
BROR FELIX	4
JENNY AMALIA CONSTANTINA	2
OTTO HJALMAR	5
SVEA SERUDIA	1
EBBA ELSA MARGRETA	1
AND. RICAH.	1
EUGENIA MATILDA	2
ANNY ELISABETH	3
AXEL OTTO	19
ALF EMIL	1
ALF EMIN	1
CHRISTINA GUNILLA	5
HELENA CHRISTINA (LENA STINA)	1
PETRONELLA JOSEFINA	4
IDA MARTINA	1
PER ALFRED MAURITZ	1
SIGRID SELMA NATALIA	2
ARVID WILHELM	5
PER ALFRED MAURITS	1
CAJSA LAURA	9
FRITZ BRUNO	1
ALBERT VALDEMAR	1
BROR KARL GEORG	2
JONAS BERTIL WALDEMAR	1
ALBERTINA MARG.	1
CHRISTOFER ROBERT	2
¤ CATHARINA	6
VIOLA ELLEN MARIA	2
MARIA CATRINA	34
ANNA CHARL:TA	1
EUGENIA	61
AXEL RUBEN	7
ANDERS ¤	1
EUGENIE	1
JUNO EDOLFINA HELENA	1
ALIA LILLY NATALIA	1
CYPRIANUS ALEXIUS	1
CARL DAVID	5
CARL JON.	15
ERICA MAGL.	1
LOWISA FREDRICA AGATHA	4
CARL AXEL EUGEN	1
CARL SIG.	3
DAVIDA NIKOLINA	1
KNUT ELIS ÖSTEN	1
ANTON HELMER	9
CATHARINA BESTINNA	1
JOHAN VILLEHARD	6
ULRICA LAURENTIA	4
HANNY KRONELIA	1
SIMON GUSTAF	1
KARL ALGOTT GUNNAR	1
CAISA (MARTA) AGATA	1
OLOF EUCHARIUS	1
KATARINA ERIKA	130
ELIN WALBORG	3
EMELIA MARIA CHARLOTTA	1
ALGOT YNGVAR	1
TERESIA MARGRETA	12
ANDOR GEORG WALDEMAR	2
CARL OSKAR WILHELM	7
WILHELMINA REGINA	1
ELEON. SOFIA	1
[GRETHA][JOHANNA] ULRICA	1
VIKTOR FRITHIOF EMANUEL	1
CARL BOJAR	1
CATHARINA M:	1
ANNA ERIKA LAUR.	2
MARIA VIKTORIA ANTOINETTA	1
MAGLENA CHARLOTTA	3
HALVARD EMANUEL	1
REGINA MARIA	3
VIKTORIA CHARLOTTA	3
KATHARINA JOSEFENINA LOVISA	1
CARL GUSTAF ALBIN	1
MARIE ANNETTE	1
MAR.RET	1
(MAGNUS) HAGVIN	1
LARS ED.	1
OSKAR HALVARD EMANUEL	1
VÄNDLA CATH.	1
MAGDLENA STINA	10
KRIST. ALBERTINA	2
PER ALGOTT	5
ALBERTINA MARIA	4
BROR GOTTHILF	1
CARL WIGURS	1
LARS ALBERT	35
AMON DOSITUS	8
EWA FREDRIKA	8
NILS FREDRIK AXEL	1
GUNDER	3
OLGA HELENA	28
TILDA AMANDA AUGUSTA	8
INGA ALFRIDA ELEONORA	1
LARS PALMER	3
JOH.A ELFRIDA KRIST.A	1
JULIANA AUGUSTINA	11
ANGELIQ SOPHIE	1
ETT DÖDFÖDT FLIKKE BARN	1
KRIST. AMAL.	2
CHRISTOFER ELOF	1
CATHARINA H.	1
PETTER MAGN	1
STINA EUPHROSINA	2
¤ SIGRID	1
KATRINA GUST.	1
ANNA HENNY ALLIDA	1
HJALMAR MATIAS	1
AN. CH.	1
CATHARINA ALEXANDRA	2
JON. ARVID	2
ELIN AGNETA	5
RODA MARIA	1
CHATARINA	30
JON NIKL	3
MAGDAL. ALB.	1
GÖSTA NIKOLAUS	1
AUGUSTA ANETTA	1
LINNÉA GUSTAVA	1
ELIN MAURINA	1
(JOH.) AND.	1
ELSA EVELINA	2
ELINA NATALIA	1
LISA KRISTINA PETRONELLA	2
KALLA TEOD. OTTILAIA	1
CARL AUG.	169
LARS KNUT	2
EVA CHARLOTTA	196
EVA CHARLOTTE	1
CATH. BARBARA	1
C.FR.	1
BENGT MAGNUS	6
NILS HILMER	2
RUT FRIDEBORG MARGARETA	1
KARL ALFRED TEODOR	1
CLARA AMALIA CHRIST.	1
OL. SALOMON	2
PETTER ADOLF	2
TEKAL SOFIA	1
KARL GUSTAF OSKAR	1
ALBERT.A SOF.A	1
EDWARD GEORG	1
ERIC (OL.)	1
BERTHA MATHILDA	2
KRIST. AMANDA PETRON.	1
ERIK TYKO BOTHOLD	2
TYRA SIGFRIDA MARIA	1
CARL JOH:	4
CHRISTOFERA WILHELMINA	2
AUGUST NATHANAEL	4
KRISTOFER AUGUST	1
CARL JOH.	687
JOHANNA MEDORA	1
LENA ALBERTINA	2
NILS GABR.	3
NANNY ARVINA	1
SELMA AMANDA CATHAR:	1
CARL OLOF DANIEL ALEXANDER	1
SVEA MARIANA	1
PER ANTON GABRIEL	1
CARL GEORG	55
MARIA MARGRETA MAGLENA	1
ELLEN KONKORDIA	2
SIGNE DANIELLA AUGUSTA	2
HILDUR SOFIA GUSTAFVA	1
EDLA JOSEFINA EUGENIA	2
SARA EFRASYNA	1
CORINNE	1
BRITA MATH. CAHRLOTTA	1
LARS ARTUR	3
NILS OLOF ALFRID	1
SEM HARALD	1
ANSHELM JOHANNES	1
ALBERT WALLENTIN	1
O. EM.	1
P. ERIK	1
HJALMAR ALEXANDER	14
KLARA REGINA VIKTORIA	1
JOHANNA MARIA ELISABET	1
JULIA WIKTORIA	3
GUSTAF CORONUS	1
JULIUS MATH.	2
MÄRTA HENRIKA	8
FREDRIC AUGUST	16
CAISA STINA	76
OLOV VALFRID	1
FLORENTIN	19
P. ERIC	2
CARL JOEL	1
EDITH JOSEFINA	2
ANDERS TORBIÖRN	1
JOHAN PETTER OLOF	1
VEGA	2
OLGA NAD¤NADESCHDA	1
SAM ERLING SIGVARD	1
MATHILDA MAGDAL.	1
FREDRIC JONAS OSCAR	2
JOHAN LUDV.	25
NILS HILMAR	4
OSKAR SEVERIN	11
ESTER GUSTAVA MAGDALENA	1
AUGUST DANIEL	2
AXELINA JOHANNA ELISABET	1
DANIEL RUBEN	1
ERICA CAROLIN	1
KLAES ARTUR	1
CATHARINA THERESIA	4
OSCAR THEOFRON	1
ANDROW	1
AND AUG	1
MARTA MARGARETA	12
JOHA CHARL.	2
AGNES SEVERINA	1
KARIN BR.	1
BRITA MAIJA	1
SOFIA KONKORDIA	6
ANNA LEVINA NANNY	1
ANNY AMALI AUGUST	1
JOHANNA ELISABET	124
EBBA FREDRIKA ALEXANDRA	1
CAJSA MARGARETA	9
LOVISA ULRIKA AMALIA	1
ANDERS WILLH.	1
ULR. GUST.	1
HALVAR ANDREAS	1
HELGE ZAKARIAS	1
ALFHILD CHARLOTTA	1
MARGR. ANTOINETTA	2
ERIK JON. MAURITZ	3
MARTIN ADRIAN	1
ESTER KATARINA WIKTORIA	1
IDA EMELINDA KRISTINA	1
BARBARA LOVISA	9
IDA JOHANNA ALEXANDRA	9
LARS OSKAR WALDEMAR	1
NILS ULR.	5
CHRISTINA AUGUSTA	41
O: P:	1
SIGFRID CATARINA	1
ERIKA JONILLA	1
JOHAN OSKAR WALFRID	1
SELMA WILHELMA	1
MARTA EMILIA	4
¤ VIKTORIA	2
ALBERT SINGVID	6
ESTER KATTARINA	1
MATIAS MARKUS	1
HENRICA APOLLONIA (HEDVIG ABELONA)	1
JOHAN KASPER	6
EDLA ALEXANDRA	6
FRANS ADRIAN	9
JOSEPH	72
LORES	1
GUNHILDA MARIA	1
JOSEPF	2
HELENA CATARINA	27
AUGUSTA A. CH.	1
CATARINA JOSEFINA	14
JOHAN MARCELLUS	2
EDVARD ACHILLY	1
THOMAS FLEISCHER	1
NINA THERESIA	1
JOHANNA MAR.	2
JONAS GUST.	55
EDVIN RAGNAR EUGEN	1
ALFRED AUG.	3
EMMA BRITA THERESIA	1
CHARL. ELIS.	1
PETT. AXEL	1
JOHAN MATIAS	4
AXEL JOHAN LUDVIG	2
OLOF JOACHIM	1
FRIDA CONKORDIA	2
PER ANSHELM	7
SEVEN.	1
ÖSTER SEDBRAD HILLEVI	1
INGEBOR ELISABETH	10
THOR WERNER	1
JOH. ARON	22
JONAS PETTER AUGUST	2
EVA KAROINA	1
OLOF AXELL	1
MÄRTA SIDERINA	1
MATHILDA MARIA	12
AGATON	1
¤ ¤OVISA	1
P. OTTO ALFR.	1
ELIN NIKOLINA	1
EDIT MARIA JOHANNA	1
ADELIA MATILDA KATARINA	1
JOHAN OTTO ADOLF	1
FREDRIKA INGEBORG	13
FRED:A THERES.	1
EFRA KRISTINA	1
ALINIA	2
SVEA ANATOLIA	2
CATHAR. MARGAR.	1
HANS REINHOLD	4
ERIC SALMON	1
JACOB PEHR	1
ERNST OLOF SIGFRID	2
JANNE KRISTINA	1
KARL OSKAR EDVARD	1
KUNO OSKAR	1
CLAS OSKAR EMIL	3
ERICA CATH. BERNHARDINA	1
VATH JOHANNA	1
ELNA AGNES ERIKA	2
HEDVIG TEOLINDA	1
DAGNY ULLA TERESIA	1
KARL EDVARD ANDREAS	1
FRIDA PETRINA	2
[HILMA KRISTINA] ASTRID AMALIA	1
AGDA INGRID SOFIA	1
SARA SOPHIA AGUNDA AMALGUNDA	2
MATILDA CHRIST.	1
KARL FELIX	3
JON ADAM	1
ANNA ANTOINETTA	14
ANNA ANTOINETTE	3
HELGA KRISTINA LEONTINA	1
FRIDA ULRIKA	7
ANNY ADOLFINA	1
ALBIN ANDREAS	5
NEJERI JUDIT BASILIA	1
GERHARDT KONSTANTIN	1
¤HR ANTON	1
PÅQUE	1
MÄRTA HENRICA	2
JULIA MARIA VILHELMINA	1
JOSUA IMMANUEL	1
ENG. BERNHARD.	1
CHRIST. MARGARETHA WILH.	5
JOH. HENR:	1
AUGUSTA AMANDA	10
BRITTA JOH.	2
MARTHA JOHANN¤	12
CHATHAR. CHRIST:A	1
CARL PAULINUS	2
FRITZ MARKUS	1
PER OLOF ABRAHAM	1
AUGUSTA WILHELM	1
CLAËS JOH.	1
JOH. HENR.	31
NILS AUGUST KRISTINA	1
THILDA KRISTINA	9
MICKEL REINHOLD	1
GUNNAR HELMER FERDINAND	2
INGR. CECILIA	1
HARTMAN ELIAS	5
GUSTAFVA JOHN.	1
MARGRETA SAFIA	1
AGNETA CHARLOTTA	2
FRITS OSKAR INGEVARD	2
GUSTAF NIKANOR	5
HENNY CECILIA	2
EMIL VICTOR	1
AN. BR.	7
EMILIA BRITAUNIA	1
SELMA FREDRIKA KAROLINA	1
YNGRE NILS	2
NANDEL CHRISTINA	1
JOHN OLOF GOTTFRID	1
