name	count
KÄLLMAN	203
SVANBORG	106
ASKBERG	3
ABRD.	1
RIDDERSTADT	1
ADOLPH FR.	1
ANDERSDR ERICSDR	1
ERSDR STYF	1
JOHANS: BERGSTEDT	1
JONSS. STENMARK	2
PEHRSSON JACOBSSON	1
LARSDR DAHLBERG	1
AND. OSC.	2
ÖSTGREN	11
LEMBERG	1
JOH.SDR FORSSELL	1
JAK:S LUNDSTRÖM	1
ANDERSSON EDLUND	11
SADIN	1
MICKELSSON LUDMAN	1
RUDIN	37
HALMSTRÖM	2
SKIYTT	1
PETERSSON RUDBLAD	1
(SAMUELS:DR) JONSDR	1
ENGELBRETSSON	1
WANBERG	18
LUNDSSTRÖM	2
BRÄNSTRÖMS	1
JACOBSSON MARKLUND	3
NICKUSON	1
(PERSSON) LUNDSTRÖM	1
TUNBERG NILSSON	2
TJERNQVIST FÖDD ÅGREN	1
NILSDR BOSTRÖM	5
ESAIESON	6
ELIAÉSON	1
A:SON FORSLUND	2
JOH. ABR	2
WEIDMAN	2
PERSSON ÅSBERG	1
ANDERSSON LINDSTRÖM	26
JANS DR	2
JÖNSSON BRÄNSTRÖM	3
SIÖDELL	1
NILSSON ÅBERG	2
JOH. AD.	1
OLOFSSON FRID	1
CHRISTIPHERSSON	1
ANDERSSON BÅGA	1
VIKSTRÖM F. RUNDQVIST	1
OLOFSS. DEGERMAN	1
CARL PETTER	47
JONSS. VISTRÖM	1
ANDERSSON HOLM	6
HELEPOISKE	1
ANDERSSON STÅHL	3
NILS VICTOR	1
JONSDOTTER BURSTEDT	1
GÖDECKE	3
ERIKSSON (DAHLGREN) FAHLGREN	1
ERSSON RISTRÖM	3
BERNADOTTE	10
OLOFSSON RÅGLUND	2
MÅRTENSSON NORDIN	2
ERSSON VIKSTEN	1
LINDERBORG	2
BOVING	7
JOHANSSON ÅBERG	6
LJUNGMARK	1
LARSSON NÄSLUND	2
SIRVIKSSON	1
BÄCKMAN JOHANSDOTTER	1
JACOBSD:R	57
MATHIAS ANTON	3
SEVANDER	1
JACOBSD:N	1
TROLLE	8
JACOB MAGNUS	2
SVENSSON SUNDSTRÖM	3
JAKOBSDR ASK	1
BÄCKQVIST JONSSON	1
JONASSON LILLBACK	3
BORGMAN	3
N:SON RISTO	1
FASTBERG	2
CARL OSKAR	4
SCHÖN	6
RÅDVIK	1
FELLIN	1
VIFSTRÖM	1
STENSTRÖM	5
AND:SON KÄCK	1
CARLSDR HEDBERG	1
HIND.SON	1
TOMAEDOTTER WIKBERG	1
FORSSMAN	150
HANSDR AVANDER	2
JONASSON KÄLLSTRÖM	2
RUTHSTRÖM	13
LARSDR RISBERG	1
PEHRS:DR	26
GEDBERG	1
ERIKSD. STÅL	1
JOH.SDOTTER	3
HALVARSSON ÄDLING	1
MIKAELSSON BERGMAN	2
PEHR ULRIC	1
JONSDOT.R	1
MÅRTENDOTTER	1
ENARSSON	113
WICENSDR	1
ESTERSDOTTER	1
REGNANDER	8
SAMUELSSON ÖGREN	1
EDÉN.	1
STECKBAUER	2
BERGLUND,	1
ERIKSDOTTER LUNDGREN	2
LJUNGBERG FÖDD NÄSLUND	1
DUFVERMARK	1
ENGELBRECHT	1
DAHSTEDT	1
HANSSON BERGLUND	12
CLAESDR.	1
PEHRSS. STAF	1
RODING	1
PEHR FR.	4
BILDSTRÖM F. RENSTRÖM	1
ERIKSSON (LINDSTRÖM)	1
NILSSON SCHELIN	3
ERSDOTER	1
SJULSSON TSUOVIK	1
OLOFSSON FROM	1
KIHLSTRÖM NILSSON	1
JAVERT	2
WÅHLBERG F. FREDRIKSSON	1
ANDERSSON ULANDER	1
FATTERBORG	1
JOHANSSON TJÄRNSTRÖM	1
UNANDER	6
BERGLUNDS	1
[ERIKSDOTTER] MICHAELSD:R	1
FRANTZON	1
LINDBERGS	2
JAKOBSSON GÄRDMAN	1
STRYKARE	2
ÖSTLUND LARSSON	1
ZAKRISS.	1
(DEGERFELDT) LINDHOLM	1
WENNMAN	9
OLOFSDR WIKMAN	3
OLSSON MOSSBERG	1
NÄSSE N	1
VÄSTSYNNRUS	1
HAGN¤	1
ERSDOTTR	12
OLSS. SUNDBOM	1
MATTSDOTT.R	1
RINGINS	1
INGELBERG	1
GRANQUIST	2
MÅL	6
FORSSLUN	1
LARSSON VERMELIN	2
MÖLLNARE	2
ERSDOTT:	18
COLDINI	1
OLOFSSON MARKLUND DEGERSTEDT	1
JOH.SON WIBOM	2
ERSDOTT.	48
SAMUELSSON Y	1
AXELS.THUNBERG	1
PÅHLS.	1
BÄGAS	1
SUNDQVIST	1020
PEHRSSON TROCHIMOV	1
JOHANSDOTTER VESTIN	1
PERSSON SLUMPAREN	1
STINASD.TR	2
BRUNS OLOFSSON	1
LARSSON TUFBERG	3
JONSS. CARLMAN	1
IDESTBERG	1
MOSSH	1
OSCAR LEONARD	1
SJULSSON BÅLSA	1
HANSD:TR	21
JANSSON FRITMAN	2
NILSSSON	2
MÅRTENS.	3
NORMAN	662
OLOFSSON GRAHN	1
NILS JON.	1
MATTSSON BACK	1
KARLZEN	3
INGR.	1
SÖDERMARK ANDERSSON	1
WÄLLE	1
EUGELKI	1
TEODORSSON	5
SERNQVIST	1
MOSESD:R	1
GERHADTSSON	1
OLSSON BERGLUND	11
RAMEL	1
SVENER	1
LUNDSTRÖM HEDLUND	6
OLOFSSON EDLUND	1
NICCUSDR LANDSTEDT	3
BUCKHOLTZ	1
ANTONSDR HEDLUND	2
ANDERSS. LILL	1
FINHELSTEIN	1
APPELBERG	12
ARVEDSSON	15
JOHANSSON SÖDERBERG	11
JOHANSS. STENLUND	1
ANDERSSON FRYKMAN	1
OLSSON F. LUNDQVIST	1
ERSN HAMMARBERG	2
KÖNIGSDOTTER	29
JOHANSDOTTER ORMSTET	1
ABDON LUDV.	2
PERSSON UTTER	1
FROMSTEDT HEDMAN	1
SIWERTSSON	1
ELIDDOTTER	1
BRYNIELSDOTTER	2
HOFSTRÖM	6
PÅHLBERG	2
RÖNNQVIST ANDERSSON	1
OLOF OL.	4
BOLJAHNG	2
HAKVAD	1
DANLELSDR	1
VELDEN	1
BRÅNFELDT	3
ANDERSDR ÅSTRÖM	2
LARSS. TJERNSTRÖM	1
ROSVAL	1
ABRAH¤D:R	1
RYSKE	3
MOLANDER EDMAN	1
JOHANSDR. LIND	1
SCHÄDER	1
CARLSSON RUNNQVIST	1
ZACHARISSON	1
DANIELSSON LIDSTRÖM	1
AXELSSONSD:R	1
EKMANS	1
(MICHELSDR) NILSDR	1
LARSDR. BERGSTEDT	1
ABSON	1
LÖFSTEDT RÖRING	1
THOMSON	5
JOHANSSON ÅLANDER	2
WIRLANDER	1
TILLMAN	23
ABR:SON LUNDHOLM	1
LIFVENDAL	1
COMER	1
JONSSON GUNDIN	2
JONSDOTDR	1
JOHANSSON VITANS	1
NORRLANDER	1
N:SON BURMAN	2
FUNDE	1
[JONSSON] ERIKSSON	1
SILLING	1
EDLUND GUSTAFSSON	1
ÅSTRÖM FÖDD BERGSTEN	1
ENGLUND (ERSSON)	2
AND. ER.	3
JOHANSSON SKOGLUND	8
ERSS THELBERG	1
UNGSTRÖM	4
NILS JOH.	8
MICHELSSON PRINS	1
ULINDER	8
OLOFSSON LESTANDER DEN YNGRE	1
SÖDERMAN	74
ARFVEDSSON	1
BANDIN	2
JOHANSDR FAHLUR	1
JAKOBSS. HÄGGLUND	1
LAGERMARK	1
KÄLLGREN	14
HÖGBLOM	15
SÄLFETSEN	1
MANGSSON	1
PÄHRS.	1
EHMAN	1
STÅLNACKE	1
ANDERSSON HAGBERG	4
ENGSTRÖM F. RIDDARSTRÖM	1
BYVALL OLSDR	1
(NILSSON) LIDSTRÖM	1
K¤MNER	1
GIERTSE	1
JÖNSSON STRÖM	1
ANDERS:DR ÅSTRÖM	1
MARKSTRÖM	902
REINHOLD BYSTEDT	1
HÄRMANS	1
HAGERBERG	1
BACKLUND PERSSON	1
REINHOLD	6
OLOFSD:R	273
HORTLANDER	6
MATTSON STRINDLUND	3
MÅRTENSD	2
PETERSDOTT:R	1
LAGERMALM	1
CARLSS.ÖQVIST	1
ANDERSS. SKOGLUND	1
MÖLLNER (KARLSSON)	2
PÄRSSON	694
FORSSLOW	1
JONSSON LÖFDAL	2
VINC:SON	2
VIBORG	1
RYSSE	3
(JOHANSDR) OLOFSDOTTER	1
MATTSSON NOJERVI	1
LARSSON BROVELL	1
DAHLING MAG.	1
ÖSTENSS:N	1
SAMUELSSON LUNDQVIST	9
FJÄLLSTROM	1
HANSSON STENLUND	17
LARSSON BERGSTRÖM	5
JONASDR	27
UNAEUS	9
MÅRTENSS	12
HÄGGBERG GL.	1
ER. LARSSON	1
ANDERS GUST	1
HEDVALL	3
HÖGLIN BYSTRÖM	1
JANSSON SÄFSTRÖM	1
JAKOBSD.R	36
MIÖBERG	9
PEHRSSON LIDIN	1
FRELIN	3
FOSSBERG	1
GUSTAFSON LARSSON	2
ANDERSSON GRÅIK	3
OLOFS. STENMARK	1
PEHRSS. ÄL	1
HURTIG	116
SAMUELSDOTTER BACKMAN	1
TJULIN	16
NILSSON GOREK	9
ERSSON NAITA	1
MONTGOMMERY	1
PÄRSON HAMMARBERG	1
VALLERSTRÖM	1
[OLOF]LARSSON	1
VIKHOLM	5
BRITAEDOTTER	1
BQST	1
ROSVIK	1
HJORTZBERG	1
JOHAN PETER ARON	1
ROSLUND	58
ELIASDOTTER WIKSTRÖM	1
GÖRANSD.TR	2
FUNKE	3
PÄRSSON LÖFTEDT	1
ZACHARIASDOTTER	1
(BRORSDOTTER) WIBERG	1
MILLBORG	1
ILSSON	1
JANZE FÖDD MEP¤	1
ANNAEDR	1
ELMQUIST	1
GULIKSSON	37
CLAESDR	31
OLSSON NORD	2
GESSLESON	1
ROSENHOLM	45
WIKSTRÖM JOHANSSON	1
JOHANSSON HIRSIMÄKI	1
JONSDR LINDFORS	2
FÅGELS.	2
ERIKSSON ENQVIST	1
SELLANDER	4
OLOF LUDVIG	1
NILS AUG.	3
FAIJENTH	1
VENNING	3
PERSSON FORSLUND	11
JOHANSSON NORMARK	16
FERNLÖF	3
JACOBSD.TR	2
MARBERG	1
KARSDOTTER	1
PETERSS	1
EPHRAIMSSON BISTRÖM	1
JONSSON LUNDGREN	43
JACOB. LÖFROTH	1
SLAELOWSKY	1
OLOFSON RENSTRÖM	1
VEIERUD PEDERSEN	2
STAFFSD.R	1
ADAMSDOTT	1
SÖDERBERG HÅF	1
MYNTTIS	1
HAMBERG FÖDD BURMAN	1
RINGVALD	1
BRYNOLFSSON	3
KARLSDR MARTIN	1
PEHRSSON ÖSTERLUND	4
JONSSON SKOG	1
OLSSON LIND	1
NICKUSDR	27
KARLSD.TR	2
THORSON BÖRD	1
ÖHLENS	1
ERIKSSON GÄSTGIFVARS	3
JOHANSSON GRANSTRÖM	12
FREDRICSSON LUNDMARK	1
MATSS. VESTLING	3
OLSDOTTER (HOGSEL)	1
MORETZ	1
NILSSON SKODING	1
NIK.SDR.	1
POLVIANDER	2
CARLSDR STENVALL	1
TELL	2
CARLSDOTTER UNG	1
AXEL REINHOLD	1
FAXENS	1
JÖNCK	1
JONSDOTTER LINDGREN	1
ANDERSSON TJERNSTRÖM	1
LARSD:R ÅSTRÖM	1
SMARTING	1
KNÄCK	1
SKOGVAL MYSELING	1
GABRIELSSON SIMONS	2
LIND OLOFSSON	1
ABRAHAMSSON HJORT	1
THOMSSN	1
WIGGE	3
(NILSSON) HELLSTRÖM	1
JACOBSDR LUNDGREN	1
TENG	1
JOHAN BERNHARD	1
OLOFSD.R	520
PEHRSD.TR NYBERG	1
ABSDR	2
MICKELSSON BUR	2
TÖRNSTEDS	1
TÖRNSTEDT	37
NILSSON STENBERG	8
THOMSS.	1
STRIDSBERG	14
RASK ERSSON	1
ISACSS: BACKLUND	1
GÖDING	1
EKSSON	1
PERS[SON]DOTTER	1
SETTERQVIST	3
SJULSSON NJACK	1
ERIKSSON WAHLKNUT	1
PRINGLE	1
ISAK PETTER	2
BERGENSTRÅLE GOVENIUS	1
AESKILSDR	1
JACOBSD.R	94
HÖGELBERG	1
RAN	1
HANSSON (PETTERSSON)	1
RAM	7
WESTERBARK	4
NORDENSTRAND	2
OLSSON (NORDIN)	1
ANDERS WILHELM	1
ANDREE	2
ANDERSSON LUNDSTRÖM	27
JOSEFSD:R	3
MUSCAT	4
ANTONSD.R	1
ANDERSSON SJÖDIN	6
BERGVIST	2
NYLAND	1
BREDANBERG	1
FRYKBERG LARSSON	3
LARSSON NYGREN	1
ANDRDR	1
(LARSSON) KROIK	1
DALROT	1
ÖNANDER	2
FROUMELIN	1
HERTZ	1
JONSDOTTR	18
ABRAHAMSSON HOLMGREN	1
ANDREN	10
WESTERMARK	460
STAFLUND	20
JONSDOTT:	5
NILSSON FORSSELL	5
JOHANSDOTTER BLACK	1
JONSON LIL	1
NORNIN	1
ULFHJELM FÖDD NORING	1
JOHANS. LINDSTRÖM	1
SJÖGREN [LÖFGREN]	1
BRÄN¤	1
MATTSDOTTER	392
JOHANSDOTTER BERGQVIST	1
DAWIDSS:N	1
(NILSSON) RIDZÈN	1
JONSDOTT.	43
BENJAMINSSON GERS	3
OTTOSDOTTER ANDERSSON	1
JOHANSS. WALLGREN	1
RÅBOCK	10
FREDBERG	3
BORGLUND	1
STÅLHAKE	1
THOMASSON GRAN	1
JOHANSSON MOLIN	5
LINDHOLM OLOFSSON	4
ÖSTENSS. FLITIG	1
WAHLLUND	1
JANSSON FRÖTMAN	3
BRAF	13
ANDERSSON DAHLQVIST	22
ANDRD.	1
SUNDVAL	1
OLOF:DR FORSBERG	1
MORIN	56
ISACSDR HOPPA	1
NILSSON LINDAHL	5
METHANDER	1
LARSDR TAPPER	2
ERIKSSON HOLMBOM	4
ALANDER	11
REX	3
VIKST	1
NILSSON NORDSTEN	1
HAKONSEN	1
NILSSON (FLÖJS)	1
CARLSSON LUNDBERG	6
PEHR ER.	2
AND. D:R	2
JONAS WILH.	2
SÖDERBERG KARL ER	1
OLDBERG	7
[JONSSON] PEHRSSON	1
ISAKS DOTTER	5
VRELL	1
H¤ÖM	1
LOFBLAD	1
JOHANSDOTTER LUNDMARK	6
FENBERG	2
(MARKLUND) VESTERLUND	1
STÅLHAND	1
JONSSON JOUB	4
NATHANAELSS. RENSTRÖM	1
LUNDGREN(BURMAN)	1
SUNDELIN	58
LARSSON	11307
PERSSON TRUSK	1
OLOF NICLAS	9
(STARRIN	1
BOSTRÖM BERGMAN	3
MICKILSON	1
NÄS	73
NÄR	44
ERS: HAMMARBERG	1
HANSDR. HAMRIN	1
JOHANSDOTTER WIKLUND	1
KARSDOTTER (PERJUS)	1
#NAME?	1
RIK	4
BÄRMAN	2
RIS	1
BRÄNN	29
SUNDGREN	9
.DESSTRÖM	1
OLOFSDOTDER	1
KARLDSOTTER	1
OLSDR. MÅLBERG	1
RUNNSTRÖM	1
JOHANSSON F. TOMASSON	1
MÅRTENSDTR	5
AHLSKOG	3
LARSSN.	1
CONON	1
LARSSON BRUMSTRÖM	1
ULFHIELM	8
RUNDEL	1
ZÄTTRIN	2
GRUBS.	1
CARLSDR BYBERG	4
FELLENIA	1
TOMASSON LAULA	7
NILSSON GORCK	1
KARLSSON HÖGBACKA	1
OLOFSDR. WIKSTRÖM	2
(HANSSON) SJÖSTRÖM	3
JOH:SON HÖGLUND	2
FORSDAHL	1
OLOFSDR ÅLANDER	1
JOHANSSON BOMAN	4
JANSSON SÖDERSTRÖM	1
SCHAGERSTRÖM	1
JOHANS:DR GRÖNLUND	1
HARNING (ANDERSDR)	1
MELANDER	296
KLEMETSDOTTER	17
JOHANSSON SNELL	1
JACOBSSON BRANDT	1
LINDMARKSER	1
ANTON LUDVIG	2
BREMBERG	3
PEHR TEODOR	3
OLOSDOTTER	1
ANDERSSON STRANDBERG	3
MOSESDTR	1
NOLIN	22
SNÄLLMAN	3
PERSSON FÖDD ANDERSDOTTER	1
PERSSON HOLMLUND	3
NILSSON NORLUND (OLOFSSON)	1
ANDERS RIKOS	1
ALEXANDER	8
S.G	1
JOHANSSON ÅHL	1
LARS:DR DEGERFELDT	1
NILSSON D. Y.	5
KLAR	1
PEHRSSON RENSTRÖM	3
NOLIA	1
SUNDVIS	3
PERSSON HALLBERG	1
GUSTAFSSON SUNDQVIST	1
SUNDVIK	3
CHR. FR. ERN.	1
DAHLSTRÖM FÖDD ÅKERBERG	1
JÖNSSON LANDSTRÖM	3
ANDERSSON RÖNNMARK	2
ANDERSSON FATTENBORG	3
PÄRSSON HUMLA	1
OLOFSSON NYMAN	4
NORBLAD	1
ANDERSSON YNGRE	10
DEGERSTEDT OLOFSSON	2
MONSON LENE	1
JOHANSDR SEGERVALL	1
PEHRSSON NORQVIST	2
KARLSSON GRÖNVIK	6
LINGREN	7
RÖNBLAD	1
JURELL	2
KRANST	1
ANDERSSON D. Ä.	1
MÅRTENSDR.	16
ANUNDSD:TR	3
LIEDGREN	41
JONSDR. BRYGGMAN	1
NICOLAUS	12
JOHANSSON ¤BERG	1
PEHRS:DR BÖS	1
PÅLS. KÅRCK	2
ERENNARES	1
LÖFSTED	1
JONSDOTH.	1
ROT	3
ROS	32
RÖJARE	2
OLSSON GRANBERG	1
ERIKSSON F. JOHANSSON	1
KRANTZ	14
LÖFMARK	239
FELMAN	1
ANDERSS. GL.	1
SELANDER	232
LARSDR WAHLBERG	1
LINNEUS	3
PEHRSSON STAGNETT	2
WIGERT	9
LARSSEN	2
HANSSON VINBERG	1
PEHRSSON RÖNGREN	2
AMBRAM	2
JAKOBSDOTTER BERTILLS	1
ERSSON STENBOM	5
TAWELIN	1
ADOLPH	8
JONSDOTER	2
GUSTAFSDR. GRANLUND	1
JONSSON HOLMLUND	8
ÅSTRAND WESTERLUND	1
GRELS DR	3
AESTANUS	4
JAKOBSSON STRID	1
ABRAHAMSSON BERGSTRÖM	1
OLSDOTTR.	8
HANSS SVEDBERG	1
NILSSON HALLING	1
JACOBSSON HAMMAR	2
LINDSBERG	2
LORENSDOTTER	3
HÖYER	3
HALVARSDOTTER	1
STURLIN	1
MATTHIAS VILHELM	2
CLAES JOHAN	1
GIERSSE	4
BROT	1
HELJESSON	1
ISAKSSON NÄSBERG	2
MICHAËLSSON	2
BROR	1
BÖÖS	4
BROM	1
OLSSON HOLMGREN	4
OXTA	12
RÅ¤N	1
CARLSSON WESTERMARK	1
FREDBECK	1
NILS:DR TJERNQVIST	1
ABR.SON LUNDHOLM	1
NICUSSON	7
TÖRNE	1
ANDERSSON SKARP	1
ERICSSON DEGERMAN	5
NORDEVALL	2
WÅNSTEDT	1
ERSSON BYLUND	2
ERSDR. STRANDLUND	2
LARSSON NORMAN	3
JAKOBSSON LINDGREN	9
JÖNSSON GRANDELL	4
ANDERS FREDR.	1
WENNESTEN	1
VÄRME	18
WÅHLSTEDT FÖDD SALANDER	1
KLIP	1
IFVARSSON SNYGG	1
RUT	2
AHRLIN F. LARSDR	1
ANDERSSON YNGR.	1
SANDHOLM JOHANSSON	3
EKSTEN	4
LARSSON LUNDBERG	17
ISACDR. ÅSLUND	1
PETTERSSON LINDQVIST	1
JÖNS PETTER	3
JOHANSDR BOSTRÖM	4
ERIKSSON HEDQVIST	4
ERIKSSON EDLUND	3
TELIN	5
RUNDIN	10
THILLBERG	1
JOHANSS. LINDSTRÖM	2
NDR NYLANDER	1
STOCKBERG NORDLUND	1
KOLLJANDER	1
(LARSSON) KJELLGREN	1
FALLANDER	2
BOMFELT	2
ANDERSSON SVART	6
JON.S LUNDMARK	1
JACOBSDR BORG	1
MÅNSSON LUNDQVIST	1
KARLSSON HEDLUND	22
ALNQVIST	28
.KARLSSON.	1
AND.SON BOSTRÖM	3
HOFVENIUS	3
LANGBERG	1
HUGSTRÖM	1
HJORTBERG	1
RINGIUS	14
LEKATT	26
ANDERSDOTTER WESTERMAN	1
WESTERBACK	11
ISACSDOTR BERGNER	1
DAWIDSSON	9
STENLUND PERSSON	3
MOLIN NJURIN	1
BOLANDER	30
OLSSON KJÄLLMAN	2
G¤MAN	1
PERHRSD:R	1
FRIDAHLS	2
ANDERS REINHOLD	2
RYS	2
MÅRTENSD:R	40
SANDAL	1
BRUN	5
PEHRSDR SCHILLING	1
EDENLÖF	4
JONSSSON	4
MOSESDR.	7
WRETSTRÖM	5
ALEXANDS.	1
HENRIKSDR. SÖDERBACK	1
KÄSTÄMÄ	4
DAVIDSDOTTER	40
JH.DR	1
OLOFSSON BERG	1
FREKIR	1
ERSS. LÅNGBERG	1
MARTINSON	10
BU:NEOW	1
PERSSON NYGREN	5
BRITSSON	1
RÖNNQVIST	105
THOMATSD:R	1
KARLSDTR	11
MÅNSDOTTER LILJA	1
JAKOBSSON SPETS	1
TERNING JOHANNESSON	1
NÄCKMAN	1
OLSDR ÖBERG	2
MOSEN	2
ERSSON NORSTRÖM	1
ERSSON NAJTA	2
NILSSON GRANLUND	1
MOSES	29
PEHRSSON LINDAHL	5
BERGENDAL	7
RÖNNBLOM BACKLUND	1
MÅRTENSSON VESTLING	1
MARKUSSON STENMAN	8
JACOBSSON FRANS	2
TORFSS	1
LARSS:S	1
PERSSON NORMAN	8
HJÄLTMAN	1
MÅRTENSDER	8
LARSS:N	15
ANN¤D.R	1
JACOBSDR NYSTRÖM	1
FORSSMA¤	1
BARTELSSON	5
SAKRISSON SÄLLSTRÖM	3
RÖNNBLAD	2
PEHRSS. MARKLUND	3
MARTINSS.	7
ANDERSSON SVAHN	1
ANDERSSON LUNDHOLM	2
[OSKAR] NORMAN	1
LEMOINA	1
LEMOINE	4
MARTINUS	5
KARLSDR.	11
MATTSDOTT:R	1
KRISTIANSSON EDLUND	1
TIDERSTEDT	13
SVEN ABRAM	1
OLOFSSON KANTLUND	1
ISRAELSSON LINDSTRÖM	1
J.SON WIKSTRÖM	1
NILSSON YNG	1
JOHANSSON ÖMAN	7
OL:SSON	1
NESCKKE	1
GRUNDAHL	12
JOHANSDR BURMAN	2
RIDSTRÖM	1
ULLBERG D. Y.	1
JONSELL	1
MOSIS	1
LARS MATIAS	1
SAM	2
JOHANSSON SELIN	2
JOH:SON WIKSTRÖM	5
INGEL	5
JONSSON VESTERMAN	1
FRANS ANDREAS	1
INGEM	2
MARTINSS	2
WINBORG	1
ANDERSSON SKANK	1
NILSSON YL.	2
HELLMAN SIMONSSON	1
JONSS: LUNDQVIST	1
MOSESSON HANA	3
SVENSS	11
MARTINSD	1
MOSESSON HANE	2
JONSDR NORDLUND	1
JONSSON NORDBERG	1
JMBERG	1
SVENSK	16
ELIAESON	92
HERM.SON	2
HESSE	1
SVENSD	7
KLUT	4
AND. DR.	1
NORLÄNNING	3
ERNST GUSTAF	1
JOHANSSON WIKLUND	16
JOSEFSD.R	5
ULLRICHS	2
FAHLBORG	5
TENHOLM	1
JOHANSON WIKLUND	3
ISR.D:R	1
NILSSON HÄGGLUND	1
LARSSON BASTION	1
JONSSON HALLBERG	1
HYTTBERG	1
ÖSTENSSON MARKLUND	20
VILKS	1
LUDVIGSSON ASPLUND	1
JONSDOTTER ÅSING	1
OLSSON FAHLGREN	4
PIHL ANDERSSON	1
MARKUSDR. MARKLUND	1
NETTELBLAD	3
ARONSSON HELSING	5
NORDBORG	9
LARSDR LIDSTRÖM	4
GRANSKOG	1
THOMASSON BERGLUND	2
NORDIN PERSDOTTER	1
ANDERSSON WALSBERG	1
TIMEONSSON	1
ANDERSSON SNÄLLMAN	1
HENRIKSDOTTER	145
SA¤	1
JONSSON GADD	1
BÖLMARK	6
ELISASSON LUNDHOLM	1
ÖSTENSDOTT.R	3
VINÄGG	1
HÖGBRING	1
FAXE N	1
OLSSON TJERNLUND	1
PEDERSEN VEIERUD	2
SCHÖNSTEDT	4
RÖDLUND	1
MAGNUSEN LEDIN	1
SJULS.	6
ABRAMSDTR	1
ERSSON NORLANDER	1
JÖNS:DR	1
NETTELBLADT	2
JACOBSS:N	6
CARLSDR. LUNDSTRÖM	1
TORNQUIST	1
KUSTBERG	1
OLOFSSON GÄLLDIN	1
NATHANAELSS.	1
ANDERSS. STADIG	1
PEHRSSON BRÄNSTRÖM	6
ABRAMSDT.	1
JOHANSSON ÅSTRÖM	36
GRANFELT	1
ENGBERG	128
OLSS. NYGREN	1
ÖSTERGREN	88
AND.R DOTT.R	2
SVENSSON GALANT	2
DOIPA	1
PERSSON SÖDERLUND	6
JOHANSSON NILSS.	1
SU:SSKIND	1
OLOFSSON ÖRNBERG	1
GABRIELSSON RENSTRÖM	3
DYHR	99
SUNDSTÖM	1
JONASD.TR	2
OHRLUND	1
NILSSON CARLMAN	2
GRANAT SJÖSTRÖM	1
ULLRICS	2
ISACSSON EKSTRÖM	1
MSDR	5
ISAKSDR RÖJ	1
BERGLIN PERSSON	1
CARLSSON LAGERGREN	2
PEHRSSON SUNDBERG	3
THOMASSON LAULA	8
SMELIN	21
PEHRSD.R BLACK	6
BERGELSON	2
BANDACK	1
ELIASON SVEDLUND	1
STÅLBRÖST	46
PERSS STENLUND	1
DALMAN	18
STEPH.SDR.	1
OL. MICHAEL	3
ZETHRAEUS F.DAHLQVIST	2
SIK	9
BROR CONRAD	1
PERSDOTTER (HÖGLUND)	1
ROTVIK PETERSSON	1
KRING	1
DANIELSSON LÄSTANDER	1
MARKUSSON VARG	5
JOHANSSON TEIR	1
FALLGREN	1
LALAX HÄGGLUND	1
STORMAN	45
JANSDOTT	2
DANSDR	4
FLUUR	4
WIKLANDER ABRAMSS.	1
ANDERSSON WAHLBERG	2
PEHRSSON TRAST	2
PEHRSSON SUNDELL	3
ANDERSSON WALLIN	4
STEINMETZ	1
NATHANAELISON	1
WERMLIN	4
JONSDR VIKSTEN	1
ANDERSSON ÅGREN	1
MELLINDER	1
NILSSON TAFVELIN	1
ERSS. ÅSLIN	1
AND:SON LUNDQVIST	2
OLOFD.	1
RISLUND	4
JOH.SON WESTIN	1
JOSEFSSON SVARTNÄS	1
CARLSSON NYGREN	3
ESAIESSON BERGSTRÖM	1
NILSSON SIVERT	7
FREDRIKSDR NYSTRÖM	1
SIMONSDOT.	1
SKALIN	122
DEBAEIS	2
SJÖBERG (ÅDAL)	1
MÅRTEN MARCUS	2
CARLSDR LUNDGREN	2
PEHRS-DOTTER	1
NILSSON BONDE	1
SVALIN	3
MICH.	1
ÖSTRÖM	110
THOMADR	19
LARSDR STRANDBERG	4
SAMULESD.R	1
DAF¤DR.	1
JOANNES	3
ZACHARIAS ALBERT	2
EDVARDS.	1
TIDBLAD	1
JOHANSSON LINDER	1
PETERS. STENMARK	3
RINNSTRÖM	1
(SVENSSON) HÄLLGREN	1
MICHS	1
JOHAN:SON LÖF	1
BRUNDIN (BERGLUND)	1
PÅLS UTTJESKARP	1
LANDIN	51
MICKELS: ÖLUND	1
NILS HENRIC	1
NILS HENRIK	2
JOHANSSON QVIST	1
DYNAESIUS	3
SUNDSTÈN	1
MÅHLBORG	1
OLSSON DEGERMAN	2
SANDBERG	618
JÖNSDOTTER LUNDSTRÖM	1
VOLTER	1
FRÖNBERG	1
JÖNSSON LAGERLÖF	2
SJÖ	3
TOMASS PONTS	1
AVANDER	129
PEHRS. WAST	1
WINGER	1
SJUL LARS	1
JONSDR FLINTA	2
AND:SON SKOTT	1
JACOBSSON PETTERSSON	1
KINDHULT	1
LARSDR LIDMAN	1
ERSSON SKALINDER	2
ANDERSSON HELLMAN	1
JOHANSSON BLYLOD	4
DYNESI	1
JOH:SON WESTERLUND	1
BUNZOWI	1
TUFBERG JOHANSSON	1
ULLRIKS	2
ALMLÖF	13
CLARENG	1
WEDIN F. BERGSTRÖM	1
CARLSSON LÅNGSTRÖM	1
OLSSON UNGA	3
NOCOLAISEN	1
GÄLLIN	1
FELLDIN F. BYLUND	1
SANDIN(FINNE)JAKOB	1
